OBJECTID,Date,Dead,Serious injuries,Light injuries,Day of the week,Day/Night,Type of the accident,Cause of the accident,Alcohol or drugs,Weather conditions,Place,Vehicle type,Vehicle characteristic,Skid,Total damage in Czk,x,y
1866,5/9/2017,0,0,0,Tuesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,90000,1847383.3914855237,6305592.541604931
1867,5/9/2017,0,0,0,Tuesday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Truck,Private company,No,5000,1849317.0949755004,6308061.084503177
1868,5/9/2017,0,0,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1845667.0732537692,6313955.115405088
1869,5/9/2017,0,1,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,30000,1844088.1128096192,6311492.429426782
1870,5/9/2017,0,0,0,Tuesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,0,1848253.2378677602,6308635.925733054
1871,5/8/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854613.070212815,6307142.212672818
1872,5/8/2017,0,1,0,Monday,Day,Collision with pedestrian,Pedestrian,Under influence of alcohol,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,0,1848671.8488016357,6309405.591953247
1873,5/8/2017,0,0,1,Monday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Small motorbike,"Private, not used for business activity",No,10000,1852633.9323405938,6310360.744244192
1874,5/8/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Registered outside of the Czech Republic,No,0,1849580.048088036,6308554.270569712
1875,5/7/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1846908.8821372637,6306812.213457834
1876,5/7/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Under influence of alcohol,Clear,Gas station,Truck,"Private, not used for business activity",No,4000,1848197.4419786308,6304833.659152924
1877,5/7/2017,0,0,0,Sunday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,"Private, not used for business activity",No,20000,1848309.5598528075,6311574.422553781
1878,5/7/2017,0,0,0,Sunday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,60000,1839307.2464746868,6313404.475994662
1879,5/7/2017,0,0,2,Sunday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,Private company,Yes,40000,1855710.5892213765,6301597.954507583
1880,5/7/2017,0,0,1,Sunday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Rain,"Bus stop, trolleybus, tramway without boarding. islet",Passenger car without a trailer,"Private, not used for business activity",Yes,70000,1848528.8132747228,6307229.9867543075
1881,5/7/2017,0,0,1,Sunday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",Yes,30000,1851798.271060783,6308004.612983171
1882,5/7/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854124.0626140768,6307623.448298185
1883,5/7/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,0,1848331.7130993928,6311602.03047804
1884,5/7/2017,0,0,0,Sunday,Night,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,Private company,No,120000,1850117.873513637,6306632.910177717
1885,5/7/2017,0,0,0,Sunday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Truck,"Private, used for business activity",No,0,1843983.2330400483,6304829.895054072
1886,5/6/2017,0,0,0,Saturday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Gas station,Passenger car without a trailer,"Private, not used for business activity",No,90000,1852071.8132172404,6302291.446758222
1887,5/6/2017,0,0,0,Saturday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,"Exit from the car park, forest roads, etc.","Not identified, the driver has fled",Not identified,No,0,1847587.0077472467,6305938.434281831
1888,5/6/2017,0,1,0,Saturday,Day,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,Private company,No,10000,1850879.0760803586,6303623.858930457
1889,5/6/2017,0,0,0,Saturday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1836644.648785122,6311574.333935905
1890,5/6/2017,0,0,0,Saturday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,1000,1848449.5427766487,6306897.66377205
1891,5/6/2017,0,0,1,Saturday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,10000,1847072.7109205488,6302786.021729466
1892,5/6/2017,0,0,0,Saturday,Day,Collision with a parked vehicle,Driver of a non-motorized vehicle,Under influence of alcohol,Clear,Parking slot adjacent to the road,Bicycle,"Private, not used for business activity",No,1000,1848701.5174496884,6308569.465147381
1893,5/6/2017,0,0,0,Saturday,Night,Collision with a fixed obstacle,Technical defect of the vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,50000,1857980.984967787,6305872.316841291
1894,5/6/2017,0,0,0,Saturday,Night,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,120000,1845989.6979548295,6312368.391166209
1895,5/6/2017,0,0,0,Saturday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,"Exit from the car park, forest roads, etc.",Passenger car without a trailer,Private company,No,0,1844728.514693197,6314126.563325584
1896,5/5/2017,0,0,0,Friday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Truck with semi-trailer,Private company,No,50000,1856486.4906363036,6302624.055988098
1897,5/5/2017,0,0,0,Friday,Night,Collision with wildlife animals,"Forest animals, pets",Not tested,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,10000,1837586.693315542,6307130.905194277
1898,5/5/2017,0,0,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,20000,1846452.8811014995,6310629.792354221
1899,5/5/2017,0,0,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Private company,No,120000,1846012.6396773697,6318832.497483373
1900,5/5/2017,0,0,1,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,Private company,No,10000,1851069.317305264,6308500.329801787
1901,5/5/2017,0,0,0,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Truck,Private company,No,0,1850275.2075838665,6307748.623090338
1902,5/5/2017,0,0,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Small motorbike,Not identified,No,1000,1853286.7608189282,6299493.619156632
1903,5/5/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1845996.5642523451,6313899.163488625
1904,5/5/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Rain,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1838759.2659285439,6311520.061792901
1905,5/5/2017,0,0,0,Friday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,15000,1850189.1389158065,6313393.342154572
1906,5/5/2017,0,0,1,Friday,Night,Crash,The driver of the motor vehicle,No,Clear,None or none of listed,Motorbike,"Private, not used for business activity",No,5000,1848657.746848543,6311041.331449084
1907,5/5/2017,0,0,1,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,5000,1848195.4594898147,6308525.870929473
1908,5/4/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850003.0791849373,6305954.697407971
1909,5/4/2017,0,0,0,Thursday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,0,1848240.6613256533,6308686.183490813
1910,5/4/2017,0,0,1,Thursday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,50000,1849139.61107556,6306938.007936402
1911,5/4/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,0,1847039.9148627266,6310177.595369353
1912,5/4/2017,0,0,2,Thursday,Day,Other collisions,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850306.6563418896,6305735.0657678805
1913,5/4/2017,0,0,1,Thursday,Day,Other collisions,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Bus,Public transport,No,0,1850527.5266794069,6312769.286319311
1914,5/4/2017,0,0,3,Thursday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,50000,1850015.6645212856,6306129.099584022
1915,5/4/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,"Exit from the car park, forest roads, etc.","Not identified, the driver has fled",Not identified,No,0,1846918.6959522557,6310370.663592842
1916,5/3/2017,0,0,0,Wednesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Rain,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",Yes,100000,1852446.3200367852,6296897.880903149
1917,5/3/2017,0,0,0,Wednesday,Night,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,Pedestrian crossing,"Not identified, the driver has fled",Not identified,No,0,1850487.0659406832,6308704.122309813
1918,5/3/2017,0,0,0,Wednesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,Private company,No,2000,1845367.8474643906,6317940.643573796
1919,5/3/2017,0,0,0,Wednesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,Private company,No,0,1852293.7813875773,6305319.537799542
1920,5/3/2017,0,0,1,Wednesday,Day,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,5000,1847119.1283652168,6308910.602997421
1921,5/3/2017,0,0,1,Wednesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,"Bridge, overpass, underpass, tunnel",Passenger car without a trailer,Private company,No,5000,1848538.458106724,6306087.42560942
1922,5/3/2017,0,0,0,Wednesday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Rain,None or none of listed,Truck,Private company,No,0,1844778.4933597029,6310942.461179021
1923,5/3/2017,0,0,0,Wednesday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,Private company,No,1000,1847894.7552662843,6310751.145219004
